,position,time,temperature
0,0.0,0.0,1.0
1,0.0,0.1,0.9980267284282716
2,0.0,0.2,0.9921147013144779
3,0.0,0.30000000000000004,0.9822872507286887
4,0.0,0.4,0.9685831611286311
5,0.0,0.5,0.9510565162951535
6,0.0,0.6000000000000001,0.9297764858882515
7,0.0,0.7000000000000001,0.9048270524660195
8,0.0,0.8,0.8763066800438636
9,0.0,0.9,0.8443279255020151
10,0.0,1.0,0.8090169943749475
11,0.0,1.1,0.7705132427757893
12,0.0,1.2000000000000002,0.7289686274214116
13,0.0,1.3,0.6845471059286886
14,0.0,1.4000000000000001,0.6374239897486896
15,0.0,1.5,0.5877852522924731
16,0.0,1.6,0.5358267949789965
17,0.0,1.7000000000000002,0.48175367410171516
18,0.0,1.8,0.42577929156507266
19,0.0,1.9000000000000001,0.3681245526846781
20,0.0,2.0,0.30901699437494745
21,0.0,2.1,0.24868988716485496
22,0.0,2.2,0.18738131458572474
23,0.0,2.3000000000000003,0.12533323356430426
24,0.0,2.4000000000000004,0.06279051952931353
25,0.0,2.5,6.123233995736766e-17
26,0.0,2.6,-0.0627905195293134
27,0.0,2.7,-0.12533323356430437
28,0.0,2.8000000000000003,-0.18738131458572482
29,0.0,2.9000000000000004,-0.24868988716485463
30,0.0,3.0,-0.30901699437494734
31,0.0,3.1,-0.368124552684678
32,0.0,3.2,-0.4257792915650727
33,0.0,3.3000000000000003,-0.48175367410171543
34,0.0,3.4000000000000004,-0.5358267949789969
35,0.0,3.5,-0.587785252292473
36,0.0,3.6,-0.6374239897486897
37,0.0,3.7,-0.6845471059286887
38,0.0,3.8000000000000003,-0.7289686274214113
39,0.0,3.9000000000000004,-0.7705132427757891
40,0.0,4.0,-0.8090169943749473
41,0.0,4.1000000000000005,-0.8443279255020151
42,0.0,4.2,-0.8763066800438634
43,0.0,4.3,-0.9048270524660194
44,0.0,4.4,-0.9297764858882513
45,0.0,4.5,-0.9510565162951535
46,0.0,4.6000000000000005,-0.9685831611286311
47,0.0,4.7,-0.9822872507286887
48,0.0,4.800000000000001,-0.9921147013144778
49,0.0,4.9,-0.9980267284282716
50,0.0,5.0,-1.0
51,0.0,5.1000000000000005,0.9877427917901926
52,0.0,5.2,0.9857937070171429
53,0.0,5.300000000000001,0.9799541448522151
54,0.0,5.4,0.9702471513731655
55,0.0,5.5,0.956711035653823
56,0.0,5.6000000000000005,0.9393992185539762
57,0.0,5.7,0.9183800219121527
58,0.0,5.800000000000001,0.8937363988883181
59,0.0,5.9,0.8655656066108033
60,0.0,6.0,0.8339788223204828
